Symbol	Gene name
Gscl	goosecoid-like
Gsh1	genomic screened homeo box 1
Gsh2	genomic screened homeo box 2
Gsh3	genomic screened homeo box 3
Gsh5	genomic screened homeo box 5
Gtf2a1	"general transcription factor II A, 1"
Gtf2a1lf	"general transcription factor II A, 1-like factor"
Gtf2b	general transcription factor IIB
Gtf2e1	"general transcription factor II E, polypeptide 1 (alpha subunit)"
Gtf2e2	"general transcription factor II E, polypeptide 2 (beta subunit)"
Gtf2f2	"general transcription factor IIF, polypeptide 2"
Gtf2h1	"general transcription factor II H, polypeptide 1"
Gtf2h2	"general transcription factor II H, polypeptide 2"
Gtf2h4	"general transcription factor II H, polypeptide 4"
Gtf2i	general transcription factor II I
Gtf2ird1	general transcription factor II I repeat domain-containing 1
Gtf3a	general transcription factor III A
Gtf3c1	general transcription factor III C 1
Gtf3c4	"general transcription factor IIIC, polypeptide 4"
Hand1	heart and neural crest derivatives expressed transcript 1
Hand2	heart and neural crest derivatives expressed transcript 2
Harp	harmonin interacting ankyrin repeat containing protein
Hbp1	high mobility group box transcription factor 1
Hcfc1	host cell factor C1
Hcls1	hematopoietic cell specific Lyn substrate 1
Hcngp	transcriptional regulator protein
Hdac1	histone deacetylase 1
Hdac10	histone deacetylase 10
Hdac11	histone deacetylase 11
Hdac2	histone deacetylase 2
Hdac3	histone deacetylase 3
Hdac5	histone deacetylase 5
Hdac6	histone deacetylase 6
Hdac7a	histone deacetylase 7A
Hdac8	histone deacetylase 8
Hdac9	histone deacetylase 9
Hdgfrp2	"hepatoma-derived growth factor, related protein 2"
Helz	helicase with zinc finger domain
Hes1	hairy and enhancer of split 1 (Drosophila)
Hes2	hairy and enhancer of split 2 (Drosophila)
Hes3	hairy and enhancer of split 3 (Drosophila)
Hes5	hairy and enhancer of split 5 (Drosophila)
Hes6	hairy and enhancer of split 6 (Drosophila)
Hes7	hairy and enhancer of split 7 (Drosophila)
Hesx1	homeo box gene expressed in ES cells
Hey1	hairy/enhancer-of-split related with YRPW motif 1
Hey2	hairy/enhancer-of-split related with YRPW motif 2
Heyl	hairy/enhancer-of-split related with YRPW motif-like
Hfh3	HNF-3/forkhead homolog 3
Hfh5	HNF-3/forkhead homolog 5
Hfh6	HNF-3/forkhead homolog 6
Hfh7	HNF-3/forkhead homolog 7
Hhex	hematopoietically expressed homeobox
Hic1	hypermethylated in cancer 1
Hic2	hypermethylated in cancer 2
Hif1a	"hypoxia inducible factor 1, alpha subunit"
Hif3a	"hypoxia inducible factor 3, alpha subunit"
Hils1	histone H1-like protein in spermatids 1
Hip14l	HIP14-related protein
Hipk2	homeodomain interacting protein kinase 2
Hira	histone cell cycle regulation defective homolog A (S. cerevisiae)
Hivep1	human immunodeficiency virus type I enhancer binding protein 1
Hivep2	human immunodeficiency virus type I enhancer binding protein 2
Hivep3	human immunodeficiency virus type I enhancer binding protein 3
Hkr2	GLI-Kruppel family member HKR2
Hkr3	GLI-Kruppel family member HKR3
Hlf	hepatic leukemia factor
Hlx	H2.0-like homeo box gene
Hlxb9	homeobox gene HB9
Hmg20a	high mobility group 20A
Hmg20b	high mobility group 20 B
Hmga1	high mobility group AT-hook 1
Hmga2	high mobility group AT-hook 2
Hmgb2	high mobility group box 2
Hmgb2l1	high mobility group box 2-like 1
Hmgb3	high mobility group box 3
Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1
Hmgn2	high mobility group nucleosomal binding domain 2
Hmx1	H6 homeo box 1
Hmx2	H6 homeo box 2
Hmx3	H6 homeo box 3
Hnf4	hepatic nuclear factor 4
Hnf4g	"hepatocyte nuclear factor 4, gamma"
Hnrpab	heterogeneous nuclear ribonucleoprotein A/B
Hnrpd	heterogeneous nuclear ribonucleoprotein D
Hnrpr	heterogeneous nuclear ribonucleoprotein R
Hod	homeobox only domain
Homez	homeodomain leucine zipper-encoding gene
Hopx	
Hoxa1	homeo box A1
Hoxa10	homeo box A10
Hoxa11	homeo box A11
Hoxa11s	"homeo box A11, opposite strand transcript"
Hoxa13	homeo box A13
Hoxa2	homeo box A2
Hoxa3	homeo box A3
Hoxa4	homeo box A4
Hoxa5	homeo box A5
Hoxa6	homeo box A6
Hoxa7	homeo box A7
Hoxa9	homeo box A9
Hoxb1	homeo box B1
Hoxb13	homeo box B13
Hoxb2	homeo box B2
Hoxb3	homeo box B3
Hoxb3s	"homeo box B3, opposite strand transcript"
Hoxb4	homeo box B4
Hoxb5	homeo box B5
Hoxb6	homeo box B6
Hoxb7	homeo box B7
Hoxb8	homeo box B8
Hoxb9	homeo box B9
Hoxc10	homeo box C10
Hoxc11	homeo box C11
Hoxc12	homeo box C12
Hoxc13	homeo box C13
Hoxc4	homeo box C4
Hoxc5	homeo box C5
Hoxc6	homeo box C6
Hoxc8	homeo box C8
Hoxc9	homeo box C9
Hoxd1	homeo box D1
Hoxd10	homeo box D10
Hoxd11	homeo box D11
Hoxd12	homeo box D12
Hoxd13	homeo box D13
Hoxd3	homeo box D3
Hoxd4	homeo box D4
Hoxd8	homeo box D8
Hoxd9	homeo box D9
hr	hairless
Hrb2	HIV-1 Rev binding protein 2
Hsbp1	heat shock factor binding protein 1
Hsf1	heat shock factor 1
Hsf2	heat shock factor 2
Hsf2bp	heat shock transcription factor 2 binding protein
Hsf4	heat shock transcription factor 4
Hspb9	"heat shock protein, alpha-crystallin-related, B9"
Hszfp36	ZFP-36 zinc finger protein
Htatip	"HIV-1 tat interactive protein, homolog (human)"
Htatip2	"HIV-1 tat interactive protein 2, homolog (human)"
Htr5a	5-hydroxytryptamine (serotonin) receptor 5A
Icsbp1	interferon consensus sequence binding protein 1
Id1	
Id2	
Id3	
Id4	
Idb1	inhibitor of DNA binding 1
Idb2	inhibitor of DNA binding 2
Idb3	inhibitor of DNA binding 3
Idb4	inhibitor of DNA binding 4
Ifi16	"interferon, gamma-inducible protein 16"
Ifnar2	interferon (alpha and beta) receptor 2
Ighmbp2	immunoglobulin mu binding protein 2
Ikbkb	inhibitor of kappaB kinase beta
Ikbkg	inhibitor of kappaB kinase gamma
Ilf3	interleukin enhancer binding factor 3
Ing1	"inhibitor of growth family, member 1"
Ing1l	"inhibitor of growth family, member 1-like"
Ing3	"inhibitor of growth family, member 3"
Ing4	"inhibitor of growth family, member 4"
Insm1	insulinoma-associated 1
Insm2	insulinoma-associated 2
Invs	inversin
Ipf1	"insulin promoter factor 1, homeodomain transcription factor"
Irebf1	interferon response element binding factor 1
Irf1	interferon regulatory factor 1
Irf2	interferon regulatory factor 2
Irf2bp1	interferon regulatory factor 2 binding protein 1
Irf3	interferon regulatory factor 3
Irf4	interferon regulatory factor 4
Irf5	interferon regulatory factor 5
Irf6	interferon regulatory factor 6
Irf7	interferon regulatory factor 7
Irx1	Iroquois related homeobox 1 (Drosophila)
Irx2	Iroquois related homeobox 2 (Drosophila)
Irx3	Iroquois related homeobox 3 (Drosophila)
Irx4	Iroquois related homeobox 4 (Drosophila)
Irx5	Iroquois related homeobox 5 (Drosophila)
Irx6	Iroquois related homeobox 6 (Drosophila)
Isgf3g	interferon dependent positive acting transcription factor 3 gamma
Isl1	"ISL1 transcription factor, LIM/homeodomain (islet 1)"
Isl2	insulin related protein 2 (islet 2)
Ivns1abp	influenza virus NS1A binding protein
Jarid1a	"jumonji, AT rich interactive domain 1A (Rbp2 like)"
Jarid1b	"jumonji, AT rich interactive domain 1B (Rbp2 like)"
Jarid1c	"jumonji, AT rich interactive domain 1C (Rbp2 like)"
Jarid1d	"jumonji, AT rich interactive domain 1D (Rbp2 like)"
Jmjd2a	jumonji domain containing 2A
Jmjd2b	jumonji domain containing 2B
Jmjd2c	jumonji domain containing 2C
Jmy	junction-mediating and regulatory protein
Jun	Jun oncogene
Junb	Jun-B oncogene
Jund1	Jun proto-oncogene related gene d1
Jundm2	Jun dimerization protein 2
Kbtbd9	kelch repeat and BTB (POZ) domain containing 9
Keap1	kelch-like ECH-associated protein 1
Khdrbs1	"KH domain containing, RNA binding, signal transduction associated 1"
Klf1	Kruppel-like factor 1 (erythroid)
Klf12	Kruppel-like factor 12
Klf13	Kruppel-like factor 13
Klf15	Kruppel-like factor 15
Klf16	Kruppel-like factor 16
Klf2	Kruppel-like factor 2 (lung)
Klf3	Kruppel-like factor 3 (basic)
Klf4	Kruppel-like factor 4 (gut)
Klf5	Kruppel-like factor 5
Klf7	Kruppel-like factor 7 (ubiquitous)
L3mbtl2	l(3)mbt-like 2 (Drosophila)
Labx	labial homeobox homolog (Drosophila)
Laf4	lymphoid nuclear protein related to AF4
Lass2	longevity assurance homolog 2 (S. cerevisiae)
Lass4	longevity assurance homolog 4 (S. cerevisiae)
Lass5	longevity assurance homolog 5 (S. cerevisiae)
Lass6	longevity assurance homolog 6 (S. cerevisiae)
Lba1	lupus brain antigen 1
Lbh	limb-bud and heart
Lbx1h	lady bird-like homeobox 1 homolog (Drosophila)
Lbx2h	lady bird-like homeobox 2 homolog (Drosophila)
Ldb1	LIM domain binding 1
Ldb2	LIM domain binding 2
Lef1	lymphoid enhancer binding factor 1
Lhx1	LIM homeobox protein 1
Lhx2	LIM homeobox protein 2
Lhx3	LIM homeobox protein 3
Lhx4	LIM homeobox protein 4
Lhx5	LIM homeobox protein 5
Lhx6	LIM homeobox protein 6
Lhx8	LIM homeobox protein 8
Lhx9	LIM homeobox protein 9
Limd1	LIM domains containing 1
Lin28	lin-28 homolog (C. elegans)
Lmo1	LIM domain only 1
Lmo2	LIM domain only 2
Lmo4	LIM domain only 4
Lmx1a	LIM homeobox transcription factor 1 alpha
Lmx1b	LIM homeobox transcription factor 1 beta
Lmyc1	lung carcinoma myc related oncogene 1
LOC232337	hypothetical protein LOC232337
LOC233987	similar to zinc finger protein 97
Lrrc6	leucine-rich repeat-containing 6 (testis)
Lsm11	U7 snRNP-specific Sm-like protein LSM11
Lsm4	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
Lyl1	lymphoblastomic leukemia
Mad	Max dimerization protein
Mad3	Max dimerization protein 3
Mad4	Max dimerization protein 4
Madh1	MAD homolog 1 (Drosophila)
Madh2	MAD homolog 2 (Drosophila)
Madh3	MAD homolog 3 (Drosophila)
Madh4	MAD homolog 4 (Drosophila)
Madh5	MAD homolog 5 (Drosophila)
Madh6	MAD homolog 6 (Drosophila)
Madh7	MAD homolog 7 (Drosophila)
Madh9	MAD homolog 9 (Drosophila)
Maf	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog
Mafa	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)"
Mafb	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)"
Maff	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)"
Mafg	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)"
Mafk	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)"
Maged1	"melanoma antigen, family D, 1"
Maml1	mastermind like 1 (Drosophila)
Map3k12	mitogen activated protein kinase kinase kinase 12
Mapk1	mitogen activated protein kinase 1
Mapk3	mitogen activated protein kinase 3
Mapk8	mitogen activated protein kinase 8
Mapk8ip	mitogen activated protein kinase 8 interacting protein
Max	Max protein
Maz	MYC-associated zinc finger protein (purine-binding transcription factor)
Mbd2	methyl-CpG binding domain protein 2
Mbd3	methyl-CpG binding domain protein 3
Mbd3l1	methyl-CpG binding domain protein 3-like 1
Mcm2	minichromosome maintenance deficient 2 mitotin (S. cerevisiae)
Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae)
Mcm4	minichromosome maintenance deficient 4 homolog (S. cerevisiae)
Mcm5	"minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)"
Mcm6	"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"
Mcm7	minichromosome maintenance deficient 7 (S. cerevisiae)
Mcm8	minichromosome maintenance deficient 8 (S. cerevisiae)
Mecp2	methyl CpG binding protein 2
Mef2a	myocyte enhancer factor 2A
Mef2b	myocyte enhancer factor 2B
Mef2c	myocyte enhancer factor 2C
Mef2d	myocyte enhancer factor 2D
Meis1	myeloid ecotropic viral integration site 1
Men1	multiple endocrine neoplasia 1
Meox1	mesenchyme homeobox 1
Meox2	mesenchyme homeobox 2
Mga	MAX gene associated
MGC39058	hypothetical protein MGC39058
Mid1	midline 1
Mint	Msx2 interacting nuclear target protein
Mist1	"muscle, intestine and stomach expression 1"
Mitc1	MAD homolog 4 interacting transcription coactivator 1
Mitf	microphthalmia-associated transcription factor
Mixl1	Mix1 homeobox-like 1 (Xenopus laevis)
Miz1	Msx-interacting-zinc finger
Mjd	"Machado-Joseph disease (spinocerebellar ataxia 3, olivopontocerebellar ataxia 3, autosomal dominant, ataxin 3) homolog (human)"
Mki67ip	Mki67 (FHA domain) interacting nucleolar phosphoprotein
Mkl1	megakaryoblastic leukemia (translocation) 1 homolog (human)
Mll	myeloid/lymphoid or mixed-lineage leukemia
Mll3	myeloid/lymphoid or mixed-lineage leukemia 3
Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
Mllt1	myeloid/lymphoid or mixed lineage-leukemia translocation to 1 homolog (Drosophila)
Mllt10	myeloid/lymphoid or mixed lineage-leukemia translocation to 10 homolog (Drosophila)
Mllt2h	homolog of human MLLT2 unidentified gene
Mllt3	myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila)
Mllt6	myeloid/lymphoid or mixed lineage-leukemia translocation to 6 homolog (Drosophila)
Mllt7	myeloid/lymphoid or mixed lineage-leukemia translocation to 7 homolog (Drosophila)
Mlr1	Mblk1-related protein-1
Mlr2	Mblk1-related protein-2
Mms19l	MMS19 (MET18 S. cerevisiae)-like
Mnat1	menage a trois 1
Mnt	max binding protein
Mop3	morphine preference 3
Mpl	myeloproliferative leukemia virus oncogene
Mrg1	myeloid ecotropic viral integration site-related gene 1
Mrg2	myeloid ecotropic viral integration site-related gene 2
Mrsb	methionine sulfoxide reductase B
Msc	musculin
Msl31	male-specific lethal-3 homolog 1 (Drosophila)
Msx1	"homeo box, msh-like 1"
Msx2	"homeo box, msh-like 2"
Msx3	"homeo box, msh-like 3"
Mta1	metastasis associated 1
Mta2	"metastasis-associated gene family, member 2"
Mta3	metastasis associated 3
Mtf1	metal response element binding transcription factor 1
Mtf2	metal response element binding transcription factor 2
Mtpn	myotrophin
Musk	"muscle, skeletal, receptor tyrosine kinase"
Mxi1	Max interacting protein 1
Myb	myeloblastosis oncogene
Mybbp1a	MYB binding protein (P160) 1a
Mybl1	myeloblastosis oncogene-like 1
Mybl2	myeloblastosis oncogene-like 2
Myc	myelocytomatosis oncogene
Mycbp	c-myc binding protein
Mycs	"myc-like oncogene, s-myc protein"
Myef2	"myelin basic protein expression factor 2, repressor"
Myf5	myogenic factor 5
Myf6	myogenic factor 6
Mynn	myoneurin
Myocd	myocardin
Myod1	myogenic differentiation 1
Myog	myogenin
Myst2	MYST histone acetyltransferase 2
Myst3	MYST histone acetyltransferase (monocytic leukemia) 3
Myst4	MYST histone acetyltransferase monocytic leukemia 4
Myt1	myelin transcription factor 1
Myt1l	myelin transcription factor 1-like
Myt2	myelin transcription factor 2
Mzf6d	Kruppel associated box containing gene
Nab1	Ngfi-A binding protein 1
Nab2	Ngfi-A binding protein 2
Naca	nascent polypeptide-associated complex alpha polypeptide
Narg1	NMDA receptor-regulated gene 1
Ncoa1	nuclear receptor coactivator 1
Ncoa2	nuclear receptor coactivator 2
Ncoa3	nuclear receptor coactivator 3
Ncoa4	nuclear receptor coactivator 4
Ncoa5	nuclear receptor coactivator 5
Ncoa6	nuclear receptor coactivator 6
Ncor1	nuclear receptor co-repressor 1
Ncor2	nuclear receptor co-repressor 2
Ndn	necdin
Nedd8	"neural precursor cell expressed, developmentally down-regulated gene 8"
Neud4	neuronal d4 domain family member
Neurod1	neurogenic differentiation 1
Neurod2	neurogenic differentiation 2
Neurod4	neurogenic differentiation 4
Neurod6	neurogenic differentiation 6
Neurog1	neurogenin 1
Neurog2	neurogenin 2
Neurog3	neurogenin 3
Nfat5	nuclear factor of activated T-cells 5
Nfatc1	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"
Nfatc2	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"
Nfatc2ip	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein"
Nfatc3	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
Nfatc4	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4"
Nfe2	"nuclear factor, erythroid derived 2"
Nfe2l1	"nuclear factor, erythroid derived 2,-like 1"
Nfe2l2	"nuclear factor, erythroid derived 2, like 2"
Nfe2l3	"nuclear factor, erythroid derived 2, like 3"
Nfia	nuclear factor I/A
Nfib	nuclear factor I/B
Nfic	nuclear factor I/C
Nfil3	"nuclear factor, interleukin 3, regulated"
Nfix	nuclear factor I/X
Nfkb1	"nuclear factor of kappa light chain gene enhancer in B-cells 1, p105"
Nfkb2	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100"
Nfkbib	"nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, beta"
Nfkbie	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"
Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1
Nfx1	"nuclear transcription factor, X-box binding 1"
Nfya	nuclear transcription factor-Y alpha
Nfyb	nuclear transcription factor-Y beta
Nfyc	nuclear transcription factor-Y gamma
Nhlh1	nescient helix loop helix 1
Nhlh2	nescient helix loop helix 2
Nkd2	naked cuticle 2 homolog (Drosophila)
Nkx1-1	"NK1 transcription factor related, locus 1 (Drosophila)"
Nkx1-2	"NK1 transcription factor related, locus 2 (Drosophila)"
Nkx2-2	"NK2 transcription factor related, locus 2 (Drosophila)"
Nkx2-3	"NK2 transcription factor related, locus 3 (Drosophila)"
Nkx2-4	"NK2 transcription factor related, locus 4 (Drosophila)"
Nkx2-5	"NK2 transcription factor related, locus 5 (Drosophila)"
Nkx2-6	"NK2 transcription factor related, locus 6 (Drosophila)"
Nkx2-7	"NK2 transcription factor homolog, locus 7 (Drosophila)"
Nkx2-9	"NK2 transcription factor related, locus 9 (Drosophila)"
Nkx3-1	"NK-3 transcription factor, locus 1 (Drosophila)"
Nkx6-1	"NK6 transcription factor related, locus 1 (Drosophila)"
Nkx6-2	"NK6 transcription factor related, locus 2 (Drosophila)"
Nmi	N-myc (and STAT) interactor
Nmyc1	neuroblastoma myc-related oncogene 1
Nol1	nucleolar protein 1
Notch1	Notch gene homolog 1 (Drosophila)
Notch2	Notch gene homolog 2 (Drosophila)
Notch3	Notch gene homolog 3 (Drosophila)
Notch4	Notch gene homolog 4 (Drosophila)
Npas1	neuronal PAS domain protein 1
Npas2	neuronal PAS domain protein 2
Npas3	neuronal PAS domain protein 3
Nptxr	neuronal pentraxin receptor
Nr0b1	"nuclear receptor subfamily 0, group B, member 1"
Nr0b2	"nuclear receptor subfamily 0, group B, member 2"
Nr1d1	"nuclear receptor subfamily 1, group D, member 1"
Nr1d2	"nuclear receptor subfamily 1, group D, member 2"
Nr1h2	"nuclear receptor subfamily 1, group H, member 2"
Nr1h3	"nuclear receptor subfamily 1, group H, member 3"
Nr1h4	"nuclear receptor subfamily 1, group H, member 4"
Nr1i2	"nuclear receptor subfamily 1, group I, member 2"
Nr1i3	"nuclear receptor subfamily 1, group I, member 3"
Nr2c1	"nuclear receptor subfamily 2, group C, member 1"
Nr2c2	"nuclear receptor subfamily 2, group C, member 2"
Nr2e1	"nuclear receptor subfamily 2, group E, member 1"
Nr2e3	"nuclear receptor subfamily 2, group E, member 3"
Nr2f1	"nuclear receptor subfamily 2, group F, member 1"
Nr2f2	"nuclear receptor subfamily 2, group F, member 2"
Nr2f6	"nuclear receptor subfamily 2, group F, member 6"
Nr3c1	"nuclear receptor subfamily 3, group C, member 1"
Nr3c2	"nuclear receptor subfamily 3, group C, member 2"
Nr4a1	"nuclear receptor subfamily 4, group A, member 1"
Nr4a2	"nuclear receptor subfamily 4, group A, member 2"
Nr4a3	"nuclear receptor subfamily 4, group A, member 3"
Nr5a1	"nuclear receptor subfamily 5, group A, member 1"
Nr5a2	"nuclear receptor subfamily 5, group A, member 2"
Nr6a1	"nuclear receptor subfamily 6, group A, member 1"
Nrarp	Notch-regulated ankyrin repeat protein
Nrbf2	nuclear receptor binding factor 2
Nrf1	nuclear respiratory factor 1
Nrip1	nuclear receptor interacting protein 1
Nrip2	nuclear receptor interacting protein 2
Nrl	neural retina leucine zipper gene
Nsbp1	nucleosome binding protein 1
Nsd1	nuclear receptor-binding SET-domain protein 1
Nsep1	nuclease sensitive element binding protein 1
Nudt12	nudix (nucleoside diphosphate linked moiety X)-type motif 12
Nupr1	nuclear protein 1
Nztf2	neural zinc finger transcription factor 2
Obox1	oocyte specific homeobox 1
Obox3	oocyte specific homeobox 3
Obox5	oocyte specific homeobox 5
Og2x	OG2 homeobox gene
Og9x	OG9 homeobox gene
Olig1	oligodendrocyte transcription factor 1
Olig2	oligodendrocyte transcription factor 2
Onecut1	"one cut domain, family member 1"
Onecut3	"one cut domain, family member 3"
Orc2l	"origin recognition complex, subunit 2-like (S. cerevisiae)"
ORF63	open reading frame 63
Ostf1	osteoclast stimulating factor 1
Otp	orthopedia homolog (Drosophila)
Otx1	orthodenticle homolog 1 (Drosophila)
Otx2	orthodenticle homolog 2 (Drosophila)
Otx3	orthodenticle homolog 3 (Drosophila)
Ovol1	OVO homolog-like 1 (Drosophila)
Papola	poly (A) polymerase alpha
Papolb	poly (A) polymerase beta (testis specific)
Pawr	"PRKC, apoptosis, WT1, regulator"
Pax1	paired box gene 1
Pax2	paired box gene 2
Pax3	paired box gene 3
Pax4	paired box gene 4
Pax5	paired box gene 5
Pax6	paired box gene 6
Pax7	paired box gene 7
Pax8	paired box gene 8
Pax9	paired box gene 9
Pbx1	pre B-cell leukemia transcription factor 1
Pbx2	pre B-cell leukemia transcription factor 2
Pbx3	pre B-cell leukemia transcription factor 3
Pbx4	pre-B-cell leukemia transcription factor 4
Pbxip1	pre-B-cell leukemia transcription factor interacting protein 1
Pcaf	p300/CBP-associated factor
Pcbd	6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1)
Pcqap	"positive cofactor 2, multiprotein complex, glutamine/Q-rich-associated protein"
Pdcd11	programmed cell death protein 11
Pdcd7	programmed cell death protein 7
Pdlim1	PDZ and LIM domain 1 (elfin)
Pdlim4	PDZ and LIM domain 4
Peg3	paternally expressed 3
Pem	placentae and embryos oncofetal gene
Per1	period homolog 1 (Drosophila)
Per2	period homolog 2 (Drosophila)
Per3	period homolog 3 (Drosophila)
Pfdn1	prefoldin 1
Pgr	progesterone receptor
Phf1	PHD finger protein 1
Phf10	PHD finger protein 10
Phf12	PHD finger protein 12
Phf13	PHD finger protein 13
Phf2	PHD finger protein 2
Phf5a	PHD finger protein 5A
Phf7	PHD finger protein 7
Phf8	PHD finger protein 8
Phox2a	paired-like homeobox 2a
Phox2b	paired-like homeobox 2b
Phtf1	putative homeodomain transcription factor 1
Pias1	protein inhibitor of activated STAT 1
Piasy	protein inhibitor of activated STAT PIASy
Pit1	pituitary specific transcription factor 1
Pitx1	paired-like homeodomain transcription factor 1
Pitx2	paired-like homeodomain transcription factor 2
Pitx3	paired-like homeodomain transcription factor 3
Pknox1	Pbx/knotted 1 homeobox
Pknox2	Pbx/knotted 1 homeobox 2
Pla2g6	"phospholipase A2, group VI"
Plagl1	pleiomorphic adenoma gene-like 1
Plagl2	pleiomorphic adenoma gene-like 2
Plrg1	"pleiotropic regulator 1, PRL1 homolog (Arabidopsis)"
Pmfbp1	polyamine modulated factor 1 binding protein 1
Pml	promyelocytic leukemia
Pms1	postmeiotic segregation increased 1 (S. cerevisiae)
Pogk	pogo transposable element with KRAB domain
Polr2a	polymerase (RNA) II (DNA directed) polypeptide A
Polr2b	polymerase (RNA) II (DNA directed) polypeptide B
Polr2c	polymerase (RNA) II (DNA directed) polypeptide C
Polr2e	polymerase (RNA) II (DNA directed) polypeptide E
Polr2g	polymerase (RNA) II (DNA directed) polypeptide G
Polr2h	polymerase (RNA) II (DNA directed) polypeptide H
Polr2i	polymerase (RNA) II (DNA directed) polypeptide I
Polr2j	polymerase (RNA) II (DNA directed) polypeptide J
Polr2k	polymerase (RNA) II (DNA directed) polypeptide K
Polr2l	polymerase (RNA) II (DNA directed) polypeptide L
Polr3b	polymerase (RNA) III (DNA directed) polypeptide B
Polr3d	polymerase (RNA) III (DNA directed) polypeptide D
Polr3e	polymerase (RNA) III (DNA directed) polypeptide E
Polr3h	polymerase (RNA) III (DNA directed) polypeptide H
Polrmt	polymerase (RNA) mitochondrial (DNA directed)
Pou2af1	"POU domain, class 2, associating factor 1"
Pou2f1	"POU domain, class 2, transcription factor 1"
Pou2f2	"POU domain, class 2, transcription factor 2"
Pou2f3	"POU domain, class 2, transcription factor 3"
Pou3f1	"POU domain, class 3, transcription factor 1"
Pou3f2	"POU domain, class 3, transcription factor 2"
Pou3f3	"POU domain, class 3, transcription factor 3"
Pou3f4	"POU domain, class 3, transcription factor 4"
Pou3f-rs1	"POU domain, class 3, transcription factor, related sequence 1"
Pou4f1	"POU domain, class 4, transcription factor 1"
Pou4f2	"POU domain, class 4, transcription factor 2"
Pou4f3	"POU domain, class 4, transcription factor 3"
Pou4f-rs1	"POU domain, class 4, transcription factor, related sequence 1"
Pou5f1	"POU domain, class 5, transcription factor 1"
Pou5f1-rs10	"POU domain, class 5, transcription factor 1, related sequence 10"
Pou6f1	"POU domain, class 6, transcription factor 1"
Ppara	peroxisome proliferator activated receptor alpha
Pparbp	peroxisome proliferator activated receptor binding protein
Ppard	peroxisome proliferator activator receptor delta
Pparg	peroxisome proliferator activated receptor gamma
Ppargc1a	"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha"
Ppargc1b	"peroxisome proliferative activated receptor, gamma, coactivator 1 beta"
Ppp1r10	"protein phosphatase 1, regulatory subunit 10"
Ppp1r12b	"protein phosphatase 1, regulatory (inhibitor) subunit 12B"
Ppp1r12c	"protein phosphatase 1, regulatory (inhibitor) subunit 12C"
Ppp1r13b	"protein phosphatase 1, regulatory (inhibitor) subunit 13B"
Ppp1r16b	"protein phosphatase 1, regulatory (inhibitor) subunit 16B"
Ppp1r1b	"protein phosphatase 1, regulatory (inhibitor) subunit 1B"
Ppp2r1a	"protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform"
Ppp3cb	"protein phosphatase 3, catalytic subunit, beta isoform"
Ppp5c	"protein phosphatase 5, catalytic subunit"
Pqbp1	polyglutamine binding protein 1
Prdm1	"PR domain containing 1, with ZNF domain"
Prdm16	PR domain containing 16
Prdm5	PR domain containing 5
Preb	prolactin regulatory element binding
Prkar1a	"protein kinase, cAMP dependent regulatory, type I, alpha"
Prop1	paired like homeodomain factor 1
Prox1	prospero-related homeobox 1
Prr3	proline-rich polypeptide 3
Prrx1	paired related homeobox 1
Prrx2	paired related homeobox 2
Prrxl1	paired related homeobox protein-like 1
Psmc3	"proteasome (prosome, macropain) 26S subunit, ATPase 3"
Psmc5	"protease (prosome, macropain) 26S subunit, ATPase 5"
Psmd10	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"
Psmd9	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
Psx1	placenta specific homeobox 1
Psx2	placenta specific homeobox 2
Ptf1a	"pancreas specific transcription factor, 1a"
Ptges2	prostaglandin E synthase 2
Ptma	prothymosin alpha
Pura	purine rich element binding protein A
Purb	purine rich element binding protein B
Pygo1	
Pygo2	
